seed:  666
save trained model at:  ../trained_models/trained_classifier_model_19.pt
save loss at:  ./results/train_classifier_results_19.json
how to merge clusters:  [[0, 9, 12, 25], [1, 5, 11, 22], 2, [3, 8, 13, 27], 4, 6, [7, 19, 21], [10, 16, 28], 15, 17, 18, [20, 23], 24, 26, 29]
features to use:  ['x', 'y', 'z', 'r', 'theta', 'phi', 'sasa', 'charge', 'hydrophobicity', 'binding_probability', 'sequence_entropy']
number of epochs:  200
batch size:  256
number of workers to load data:  36
device:  cuda
number of classes after merging:  15
number of pockets in training set:  17282
number of pockets in validation set:  3698
number of pockets in test set:  3720
first 5 pockets in train set of cluster 0 before merging (to verify reproducibility):
['4gi7C01', '6djqD00', '8icoC00', '1ofhB00', '2zceA00']
first 5 pockets in val set of cluster 0 before merging (to verify reproducibility):
['1w46A00', '4j97A00', '4iqlB01', '2wtkB00', '6o7zA00']
first 5 pockets in test set of cluster 0 before merging (to verify reproducibility):
['1tlzA00', '5t5iH01', '5t48A00', '4q5hA00', '5gjcA00']
model architecture:
MoNet(
  (embedding_net): JKEmbeddingNet(
    (conv0): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=11, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn0): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv1): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn1): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv2): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn2): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (set2set): Set2Set(96, 192)
  )
  (fc1): Linear(in_features=192, out_features=96, bias=True)
  (fc2): Linear(in_features=96, out_features=15, bias=True)
)
optimizer:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.003
    weight_decay: 0.0005
)
learning rate scheduler: 
<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x2b3b60e7dbe0>
initial gamma of FocalLoss:  0
increase gamma of FocalLoss at epochs:  [25, 100, 170]
loss function:
FocalLoss(gamma=0, alpha=tensor([1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.],
       device='cuda:0'), reduction=mean)
begin training...
epoch: 1, train loss: 2.0609258763865457, acc: 0.37026964471704665, val loss: 1.816398337443111, acc: 0.42239048134126556, test loss: 1.8214582617564867, acc: 0.4266129032258065
epoch: 121, train loss: 0.08119471732709381, acc: 0.9360606411294989, val loss: 0.9839548740985266, acc: 0.7255273120605733, test loss: 1.018578468343263, acc: 0.728225806451613
epoch: 122, train loss: 0.0840493353956097, acc: 0.9345561856266635, val loss: 0.9767212763291684, acc: 0.7244456462952947, test loss: 0.9853116122625207, acc: 0.7295698924731183
epoch: 123, train loss: 0.09267610775218657, acc: 0.9272653628052309, val loss: 0.9927313593415198, acc: 0.732287723093564, test loss: 1.004408153923609, acc: 0.7279569892473118
epoch: 124, train loss: 0.08563241661422687, acc: 0.9313158199282491, val loss: 0.9914688010548436, acc: 0.7268793942671714, test loss: 1.0125864269912883, acc: 0.7298387096774194
epoch: 125, train loss: 0.07963681446482994, acc: 0.9350190950121514, val loss: 0.998967500168804, acc: 0.7336398053001623, test loss: 1.0148392123560752, acc: 0.7311827956989247
epoch: 126, train loss: 0.0720425797485185, acc: 0.9395324615206573, val loss: 1.0392778436837162, acc: 0.7152514872904273, test loss: 1.0666988121565952, acc: 0.7153225806451613
epoch: 127, train loss: 0.08741753913195731, acc: 0.9284804999421363, val loss: 1.0115810408986794, acc: 0.7230935640886966, test loss: 1.035462244608069, acc: 0.7169354838709677
epoch: 128, train loss: 0.09641433681117041, acc: 0.924603633838676, val loss: 0.9797025883500804, acc: 0.7160627366143861, test loss: 0.9912384274185345, acc: 0.7123655913978495
epoch: 129, train loss: 0.08762490484221586, acc: 0.9306214558500173, val loss: 0.969776018946283, acc: 0.7347214710654408, test loss: 1.010817043755644, acc: 0.7263440860215054
epoch: 130, train loss: 0.08183801577172888, acc: 0.9362342321490569, val loss: 1.0064049262237136, acc: 0.7244456462952947, test loss: 1.0325797219430246, acc: 0.7244623655913979
epoch: 131, train loss: 0.07355719368731088, acc: 0.9409790533503066, val loss: 1.0027609758598859, acc: 0.7290427257977286, test loss: 1.0180106875716999, acc: 0.7311827956989247
epoch: 132, train loss: 0.07647225326480048, acc: 0.940284689272075, val loss: 1.0349686683481483, acc: 0.722011898323418, test loss: 1.0243779038870207, acc: 0.7384408602150537
epoch: 133, train loss: 0.07780361102764398, acc: 0.9366392778613586, val loss: 1.1326482294700544, acc: 0.7106544077879935, test loss: 1.1688503378181048, acc: 0.7021505376344086
epoch: 134, train loss: 0.09048868076415156, acc: 0.9321837750260387, val loss: 0.9688002770497646, acc: 0.7241752298539751, test loss: 0.9872939284129809, acc: 0.728763440860215
epoch: 135, train loss: 0.08713361248934438, acc: 0.9320101840064807, val loss: 1.015891759701198, acc: 0.725797728501893, test loss: 1.0000816924597626, acc: 0.7365591397849462
epoch: 136, train loss: 0.07520193601614099, acc: 0.9400532345793311, val loss: 0.9933908740013209, acc: 0.7233639805300163, test loss: 1.0219933294480847, acc: 0.7225806451612903
epoch: 137, train loss: 0.09055026533109503, acc: 0.9312000925818771, val loss: 0.9459069515319048, acc: 0.7233639805300163, test loss: 0.9797318525211786, acc: 0.7260752688172043
epoch: 138, train loss: 0.09520596197848656, acc: 0.9282490452493924, val loss: 0.9282265477982516, acc: 0.7379664683612763, test loss: 0.9475273932180097, acc: 0.7301075268817204
epoch: 139, train loss: 0.08325385847841889, acc: 0.9362342321490569, val loss: 0.928245283578653, acc: 0.7360735532720389, test loss: 0.9515412017863284, acc: 0.725
epoch: 140, train loss: 0.06858885396190463, acc: 0.9439301006827914, val loss: 1.008270540902781, acc: 0.7347214710654408, test loss: 1.0239401535321306, acc: 0.7298387096774194
epoch: 141, train loss: 0.0775535907374324, acc: 0.938028006017822, val loss: 0.9695751210558795, acc: 0.732287723093564, test loss: 0.997473261433263, acc: 0.7327956989247312
epoch: 142, train loss: 0.07511653709402653, acc: 0.940284689272075, val loss: 1.0817038980672784, acc: 0.7230935640886966, test loss: 1.1093162577639344, acc: 0.718010752688172
epoch: 143, train loss: 0.07520281876034378, acc: 0.9405161439648189, val loss: 1.032419034247143, acc: 0.7174148188209843, test loss: 1.0718490785168062, acc: 0.7137096774193549
epoch: 144, train loss: 0.08896004816435538, acc: 0.9323573660455966, val loss: 1.0453495792339402, acc: 0.7060573282855598, test loss: 1.0722703344078475, acc: 0.7129032258064516
epoch: 145, train loss: 0.09664982227232842, acc: 0.9277861358639047, val loss: 1.0169198906312058, acc: 0.7155219037317468, test loss: 1.0361890490337085, acc: 0.7153225806451613
epoch: 146, train loss: 0.09040381654988366, acc: 0.9299849554449716, val loss: 1.0013928484310648, acc: 0.719848566792861, test loss: 1.010539359431113, acc: 0.7233870967741935
epoch: 147, train loss: 0.06971539152160368, acc: 0.9430621455850018, val loss: 1.026751678398714, acc: 0.7230935640886966, test loss: 1.0207440248099706, acc: 0.7276881720430107
epoch: 148, train loss: 0.08063752017678134, acc: 0.9376229603055202, val loss: 0.9583438725778385, acc: 0.733098972417523, test loss: 0.9923790177991313, acc: 0.7368279569892473
epoch: 149, train loss: 0.07757908718813736, acc: 0.9398796435597732, val loss: 1.0156115709349167, acc: 0.7117360735532721, test loss: 1.0215709065878262, acc: 0.7153225806451613
epoch: 150, train loss: 0.08328732889037402, acc: 0.9346719129730355, val loss: 1.028139337325109, acc: 0.7125473228772309, test loss: 1.0800395975830734, acc: 0.7126344086021505
epoch: 151, train loss: 0.07762313453691203, acc: 0.9377386876518922, val loss: 1.0167924486153057, acc: 0.727149810708491, test loss: 1.0359976973584903, acc: 0.7306451612903225
epoch: 152, train loss: 0.08442960151497819, acc: 0.9340354125679898, val loss: 1.009993617247091, acc: 0.7190373174689021, test loss: 1.0353162668084586, acc: 0.7223118279569892
epoch: 153, train loss: 0.07090030961017162, acc: 0.9428306908922578, val loss: 1.0432985721245658, acc: 0.7203893996755003, test loss: 1.0629267918166294, acc: 0.7185483870967742
epoch: 154, train loss: 0.08054794552801191, acc: 0.9359449137831269, val loss: 1.028144303755608, acc: 0.7133585722011898, test loss: 1.0586050997498215, acc: 0.7163978494623656
epoch: 155, train loss: 0.09345131242420783, acc: 0.926860317092929, val loss: 0.9513501812794068, acc: 0.7312060573282856, test loss: 0.9912358607015302, acc: 0.7233870967741935
epoch: 156, train loss: 0.08523822711695953, acc: 0.937854414998264, val loss: 0.9793975517000618, acc: 0.7309356408869659, test loss: 0.9851651063529394, acc: 0.7271505376344086
epoch: 157, train loss: 0.07013948944025108, acc: 0.9428306908922578, val loss: 1.0681261412835623, acc: 0.7163331530557058, test loss: 1.0864809533601165, acc: 0.7190860215053764
epoch: 158, train loss: 0.06904723320555982, acc: 0.9421941904872121, val loss: 0.9897158202640168, acc: 0.733098972417523, test loss: 1.0020614167695405, acc: 0.7266129032258064
epoch: 159, train loss: 0.05864554641604727, acc: 0.9509894688114802, val loss: 1.0350276804924528, acc: 0.7379664683612763, test loss: 1.0477228262091196, acc: 0.7319892473118279
epoch: 160, train loss: 0.06793666181241097, acc: 0.9438722370096053, val loss: 1.0264553051500336, acc: 0.7282314764737696, test loss: 1.0301910887482346, acc: 0.7231182795698925
epoch: 161, train loss: 0.08731855257626499, acc: 0.9333989121629441, val loss: 0.9956340213412527, acc: 0.724986479177934, test loss: 0.9996954564125308, acc: 0.7239247311827957
epoch: 162, train loss: 0.07106401310441891, acc: 0.9432357366045596, val loss: 1.071002888640821, acc: 0.7190373174689021, test loss: 1.0761391234654252, acc: 0.7217741935483871
epoch: 163, train loss: 0.06328586073019565, acc: 0.9457238745515565, val loss: 1.048770608097363, acc: 0.73526230394808, test loss: 1.0708890412443428, acc: 0.7258064516129032
Epoch   163: reducing learning rate of group 0 to 3.7500e-04.
epoch: 164, train loss: 0.05138516371765563, acc: 0.9555028353199861, val loss: 1.0568545371406848, acc: 0.732287723093564, test loss: 1.0747432990740704, acc: 0.7330645161290322
epoch: 165, train loss: 0.03994727825355563, acc: 0.962272885082745, val loss: 1.0905950970750296, acc: 0.7290427257977286, test loss: 1.0972735897187265, acc: 0.7309139784946237
epoch: 166, train loss: 0.03860659931601301, acc: 0.9636037495660225, val loss: 1.1373887339303659, acc: 0.7252568956192537, test loss: 1.154202530973701, acc: 0.7212365591397849
epoch: 167, train loss: 0.03906096741358807, acc: 0.9647031593565559, val loss: 1.112639346594679, acc: 0.7306652244456463, test loss: 1.1182014316640874, acc: 0.728494623655914
epoch: 168, train loss: 0.03119124474857309, acc: 0.968985071172318, val loss: 1.1446203407949858, acc: 0.7309356408869659, test loss: 1.1533649188216015, acc: 0.735752688172043
epoch: 169, train loss: 0.030940120979607237, acc: 0.9693901168846198, val loss: 1.1832847719001667, acc: 0.7266089778258518, test loss: 1.1764406824624667, acc: 0.7228494623655914
epoch 170, gamma increased to 3.
epoch: 170, train loss: 0.020737857238267005, acc: 0.9688114801527601, val loss: 1.0885810502610895, acc: 0.7360735532720389, test loss: 1.1229973793029786, acc: 0.7327956989247312
epoch: 171, train loss: 0.021132792801116712, acc: 0.9684642981136442, val loss: 1.0882477543688, acc: 0.7287723093564089, test loss: 1.1308731448265814, acc: 0.7309139784946237
epoch: 172, train loss: 0.020184850148850603, acc: 0.9695058442309917, val loss: 1.066054672341272, acc: 0.7309356408869659, test loss: 1.0831554705096829, acc: 0.7341397849462366
epoch: 173, train loss: 0.018711651800966223, acc: 0.9718782548316167, val loss: 1.1170635614090831, acc: 0.7155219037317468, test loss: 1.123462881580476, acc: 0.7166666666666667
epoch: 174, train loss: 0.020787290534886853, acc: 0.9703159356555954, val loss: 1.0571668779869348, acc: 0.7268793942671714, test loss: 1.0612871739172167, acc: 0.7298387096774194
epoch: 175, train loss: 0.018512486390180573, acc: 0.9715310727925008, val loss: 1.0377615015206303, acc: 0.7266089778258518, test loss: 1.0503489427669075, acc: 0.7290322580645161
epoch: 176, train loss: 0.019063963375562265, acc: 0.9703159356555954, val loss: 1.0392212714292735, acc: 0.722823147647377, test loss: 1.0854170178854337, acc: 0.7239247311827957
epoch: 177, train loss: 0.019116357087437138, acc: 0.9708367087142692, val loss: 1.04717155402902, acc: 0.7298539751216874, test loss: 1.076110739349037, acc: 0.7338709677419355
epoch: 178, train loss: 0.024923209321262962, acc: 0.966901978937623, val loss: 1.0564615986939054, acc: 0.7195781503515414, test loss: 1.0983500475524575, acc: 0.7233870967741935
epoch: 179, train loss: 0.02847988873408902, acc: 0.962330748755931, val loss: 1.013045855894032, acc: 0.7222823147647377, test loss: 1.0318912793231267, acc: 0.7268817204301076
epoch: 180, train loss: 0.02986733720677413, acc: 0.9616363846776993, val loss: 0.9991924344945302, acc: 0.7255273120605733, test loss: 1.0374753388025428, acc: 0.7263440860215054
epoch: 181, train loss: 0.021123466560566, acc: 0.9678856613817846, val loss: 1.011896924884852, acc: 0.7317468902109249, test loss: 1.0403756003226003, acc: 0.7263440860215054
epoch: 182, train loss: 0.02070631702958558, acc: 0.9695058442309917, val loss: 1.0294354479012455, acc: 0.7295835586803677, test loss: 1.0507211756962602, acc: 0.7276881720430107
epoch: 183, train loss: 0.02440131695878794, acc: 0.9669598426108089, val loss: 1.0258936237296006, acc: 0.7247160627366144, test loss: 1.0420636320626864, acc: 0.7236559139784946
epoch: 184, train loss: 0.026225505640736512, acc: 0.964761023029742, val loss: 1.0362738585588156, acc: 0.725797728501893, test loss: 1.0637861985032278, acc: 0.7241935483870968
epoch: 185, train loss: 0.024675134433173235, acc: 0.9660918875130193, val loss: 1.0221181653395675, acc: 0.727149810708491, test loss: 1.0453560900944536, acc: 0.7174731182795699
epoch: 186, train loss: 0.027550531557061966, acc: 0.962504339775489, val loss: 0.9925029642714752, acc: 0.7306652244456463, test loss: 1.0218381348476615, acc: 0.728494623655914
epoch: 187, train loss: 0.02102586954419066, acc: 0.968869343825946, val loss: 0.9973954051942552, acc: 0.730124391563007, test loss: 1.040741724609047, acc: 0.7279569892473118
epoch: 188, train loss: 0.02107817207138346, acc: 0.9708367087142692, val loss: 1.0314613687083036, acc: 0.7241752298539751, test loss: 1.0441304037647863, acc: 0.7274193548387097
epoch: 189, train loss: 0.022136655596361132, acc: 0.9670177062839949, val loss: 1.0287724434845895, acc: 0.7368848025959979, test loss: 1.055695032304333, acc: 0.735752688172043
epoch: 190, train loss: 0.02180962605810789, acc: 0.9660340238398334, val loss: 1.0471362061859015, acc: 0.730124391563007, test loss: 1.0746699594682263, acc: 0.728225806451613
epoch: 191, train loss: 0.03162010870343653, acc: 0.9597268834625622, val loss: 1.001208807727077, acc: 0.7303948080043267, test loss: 1.0212145605394918, acc: 0.7327956989247312
epoch: 192, train loss: 0.032131616094495295, acc: 0.9576437912278671, val loss: 0.9639649716114727, acc: 0.7268793942671714, test loss: 1.0119389667305896, acc: 0.7239247311827957
epoch: 193, train loss: 0.03354872036227342, acc: 0.9587432010184006, val loss: 0.9891579543145171, acc: 0.7325581395348837, test loss: 1.0206058973907142, acc: 0.7303763440860215
epoch: 194, train loss: 0.02332851866741083, acc: 0.9655711144543455, val loss: 0.998780337071148, acc: 0.7268793942671714, test loss: 1.081508135539229, acc: 0.7201612903225807
epoch: 195, train loss: 0.039113426566151556, acc: 0.9559657447054739, val loss: 0.9658831815064566, acc: 0.7217414818820984, test loss: 0.9758131268203899, acc: 0.7206989247311828
epoch: 196, train loss: 0.03438938385701893, acc: 0.9571230181691934, val loss: 0.9501432231337783, acc: 0.7255273120605733, test loss: 0.9737555180826495, acc: 0.7220430107526882
epoch: 197, train loss: 0.02720901909549539, acc: 0.9625622034486749, val loss: 0.9507816151195504, acc: 0.7290427257977286, test loss: 0.9659777995078794, acc: 0.728225806451613
epoch: 198, train loss: 0.02512115226947948, acc: 0.9655711144543455, val loss: 1.006979078908686, acc: 0.7341806381828015, test loss: 1.0004063073024956, acc: 0.7314516129032258
epoch: 199, train loss: 0.02486554226750643, acc: 0.9658604328202754, val loss: 0.9948168119396501, acc: 0.7341806381828015, test loss: 1.020760533630207, acc: 0.7354838709677419
epoch: 200, train loss: 0.026328683929847024, acc: 0.9656289781275316, val loss: 0.9882904616738087, acc: 0.7274202271498107, test loss: 1.0114723241457375, acc: 0.728763440860215
best val acc 0.7379664683612763 at epoch 114.
****************************************************************
train report:
              precision    recall  f1-score   support

           0     0.9899    0.9929    0.9914      5337
           1     0.8933    0.9037    0.8985      2502
           2     0.9855    0.9259    0.9548       810
           3     0.9660    0.9871    0.9764      2100
           4     0.9681    0.9891    0.9785       737
           5     0.9082    0.9941    0.9492       677
           6     0.8678    0.9773    0.9193      1323
           7     0.9292    0.9021    0.9154      1164
           8     0.9780    0.9525    0.9651       421
           9     0.9900    0.9875    0.9888       401
          10     0.9469    0.9899    0.9679       396
          11     0.9684    0.9282    0.9479       627
          12     0.9794    0.9794    0.9794       291
          13     0.9286    0.0996    0.1799       261
          14     0.8927    0.8851    0.8889       235

    accuracy                         0.9500     17282
   macro avg     0.9461    0.8996    0.9001     17282
weighted avg     0.9508    0.9500    0.9449     17282

train confusion matrix:
[[9.92879895e-01 7.49484729e-04 1.87371182e-04 1.12422709e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.68634064e-03
  1.68634064e-03 3.74742365e-04 0.00000000e+00 0.00000000e+00
  3.74742365e-04 1.87371182e-04 7.49484729e-04]
 [5.99520384e-03 9.03677058e-01 0.00000000e+00 1.43884892e-02
  1.19904077e-03 0.00000000e+00 7.23421263e-02 2.39808153e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 9.25925926e-01 0.00000000e+00
  2.46913580e-03 6.91358025e-02 2.46913580e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [9.52380952e-04 8.09523810e-03 0.00000000e+00 9.87142857e-01
  0.00000000e+00 2.38095238e-03 9.52380952e-04 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  4.76190476e-04 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 6.78426052e-03 0.00000000e+00 0.00000000e+00
  9.89145183e-01 0.00000000e+00 0.00000000e+00 1.35685210e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.35685210e-03
  1.35685210e-03 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 5.90841950e-03 0.00000000e+00
  0.00000000e+00 9.94091581e-01 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.55857899e-04 1.51171580e-02 7.55857899e-04 0.00000000e+00
  0.00000000e+00 5.29100529e-03 9.77324263e-01 7.55857899e-04
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [8.59106529e-03 2.31958763e-02 0.00000000e+00 3.43642612e-03
  3.43642612e-03 0.00000000e+00 8.59106529e-03 9.02061856e-01
  0.00000000e+00 0.00000000e+00 1.71821306e-02 1.46048110e-02
  0.00000000e+00 8.59106529e-04 1.80412371e-02]
 [4.27553444e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  9.52494062e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
  4.75059382e-03 0.00000000e+00 0.00000000e+00]
 [4.98753117e-03 0.00000000e+00 2.49376559e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 2.49376559e-03 0.00000000e+00
  0.00000000e+00 9.87531172e-01 0.00000000e+00 2.49376559e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [2.52525253e-03 0.00000000e+00 0.00000000e+00 2.52525253e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 5.05050505e-03
  0.00000000e+00 0.00000000e+00 9.89898990e-01 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [1.59489633e-03 1.59489633e-03 0.00000000e+00 1.59489633e-03
  2.23285486e-02 0.00000000e+00 1.59489633e-03 3.98724083e-02
  0.00000000e+00 3.18979266e-03 0.00000000e+00 9.28229665e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [3.43642612e-03 0.00000000e+00 6.87285223e-03 3.43642612e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 6.87285223e-03 0.00000000e+00
  9.79381443e-01 0.00000000e+00 0.00000000e+00]
 [7.66283525e-03 7.50957854e-01 0.00000000e+00 9.19540230e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 4.98084291e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 9.96168582e-02 0.00000000e+00]
 [4.25531915e-03 0.00000000e+00 8.51063830e-03 0.00000000e+00
  4.25531915e-03 0.00000000e+00 0.00000000e+00 9.78723404e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 8.85106383e-01]]
---------------------------------------
validation report:
              precision    recall  f1-score   support

           0     0.8602    0.8723    0.8662      1143
           1     0.5974    0.5896    0.5934       536
           2     0.8313    0.7688    0.7988       173
           3     0.6801    0.7511    0.7138       450
           4     0.7562    0.7658    0.7610       158
           5     0.7500    0.8897    0.8139       145
           6     0.7418    0.8021    0.7708       283
           7     0.5000    0.4940    0.4970       249
           8     0.8158    0.6889    0.7470        90
           9     0.6757    0.5882    0.6289        85
          10     0.8471    0.8571    0.8521        84
          11     0.8065    0.7463    0.7752       134
          12     0.7059    0.5806    0.6372        62
          13     0.0588    0.0179    0.0274        56
          14     0.5714    0.4800    0.5217        50

    accuracy                         0.7380      3698
   macro avg     0.6799    0.6595    0.6670      3698
weighted avg     0.7306    0.7380    0.7331      3698

validation confusion matrix:
[[8.72265967e-01 3.58705162e-02 8.74890639e-03 2.71216098e-02
  0.00000000e+00 8.74890639e-04 8.74890639e-04 2.79965004e-02
  7.87401575e-03 6.99912511e-03 1.74978128e-03 8.74890639e-04
  5.24934383e-03 2.62467192e-03 8.74890639e-04]
 [7.27611940e-02 5.89552239e-01 9.32835821e-03 1.26865672e-01
  3.17164179e-02 1.30597015e-02 8.02238806e-02 5.22388060e-02
  1.86567164e-03 1.86567164e-03 0.00000000e+00 9.32835821e-03
  5.59701493e-03 1.86567164e-03 3.73134328e-03]
 [1.15606936e-02 1.15606936e-02 7.68786127e-01 1.73410405e-02
  1.73410405e-02 9.24855491e-02 4.62427746e-02 0.00000000e+00
  0.00000000e+00 2.31213873e-02 0.00000000e+00 5.78034682e-03
  5.78034682e-03 0.00000000e+00 0.00000000e+00]
 [4.44444444e-02 1.42222222e-01 0.00000000e+00 7.51111111e-01
  2.22222222e-03 0.00000000e+00 6.66666667e-03 2.66666667e-02
  0.00000000e+00 2.22222222e-03 0.00000000e+00 6.66666667e-03
  6.66666667e-03 6.66666667e-03 4.44444444e-03]
 [0.00000000e+00 1.07594937e-01 6.32911392e-03 3.16455696e-02
  7.65822785e-01 0.00000000e+00 3.16455696e-02 3.79746835e-02
  0.00000000e+00 0.00000000e+00 1.26582278e-02 6.32911392e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 2.06896552e-02 2.06896552e-02 0.00000000e+00
  6.89655172e-03 8.89655172e-01 5.51724138e-02 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  6.89655172e-03 0.00000000e+00 0.00000000e+00]
 [2.12014134e-02 6.00706714e-02 1.06007067e-02 0.00000000e+00
  1.06007067e-02 5.65371025e-02 8.02120141e-01 1.41342756e-02
  3.53356890e-03 1.41342756e-02 0.00000000e+00 7.06713781e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [8.43373494e-02 1.36546185e-01 4.01606426e-03 9.63855422e-02
  2.81124498e-02 4.01606426e-03 1.60642570e-02 4.93975904e-01
  4.01606426e-03 8.03212851e-03 2.40963855e-02 3.21285141e-02
  4.01606426e-03 3.21285141e-02 3.21285141e-02]
 [2.55555556e-01 3.33333333e-02 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.11111111e-02
  6.88888889e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.11111111e-02 0.00000000e+00]
 [2.47058824e-01 5.88235294e-02 1.17647059e-02 1.17647059e-02
  0.00000000e+00 1.17647059e-02 3.52941176e-02 2.35294118e-02
  0.00000000e+00 5.88235294e-01 0.00000000e+00 1.17647059e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 3.57142857e-02 0.00000000e+00 2.38095238e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 3.57142857e-02
  0.00000000e+00 0.00000000e+00 8.57142857e-01 0.00000000e+00
  0.00000000e+00 0.00000000e+00 4.76190476e-02]
 [3.73134328e-02 4.47761194e-02 7.46268657e-03 7.46268657e-03
  4.47761194e-02 0.00000000e+00 0.00000000e+00 8.20895522e-02
  0.00000000e+00 2.23880597e-02 0.00000000e+00 7.46268657e-01
  0.00000000e+00 0.00000000e+00 7.46268657e-03]
 [2.41935484e-01 3.22580645e-02 3.22580645e-02 3.22580645e-02
  0.00000000e+00 0.00000000e+00 3.22580645e-02 1.61290323e-02
  1.61290323e-02 1.61290323e-02 0.00000000e+00 0.00000000e+00
  5.80645161e-01 0.00000000e+00 0.00000000e+00]
 [1.42857143e-01 2.85714286e-01 0.00000000e+00 2.67857143e-01
  1.78571429e-02 1.78571429e-02 3.57142857e-02 1.25000000e-01
  1.78571429e-02 0.00000000e+00 3.57142857e-02 3.57142857e-02
  0.00000000e+00 1.78571429e-02 0.00000000e+00]
 [4.00000000e-02 0.00000000e+00 0.00000000e+00 1.40000000e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00 3.20000000e-01
  0.00000000e+00 0.00000000e+00 2.00000000e-02 0.00000000e+00
  0.00000000e+00 0.00000000e+00 4.80000000e-01]]
---------------------------------------
test report: 
              precision    recall  f1-score   support

           0     0.8402    0.8585    0.8492      1145
           1     0.5912    0.6220    0.6062       537
           2     0.7874    0.7829    0.7851       175
           3     0.7209    0.7273    0.7241       451
           4     0.7871    0.7673    0.7771       159
           5     0.7803    0.9247    0.8464       146
