seed:  666
save trained model at:  ../trained_models/trained_classifier_model_20.pt
save loss at:  ./results/train_classifier_results_20.json
how to merge clusters:  [[0, 9, 12, 25], [1, 5, 11, 22], 2, [3, 8, 13, 27], 4, 6, [7, 19, 21], [10, 16, 28], 15, 17, 18, [20, 23], 24, 26, 29]
features to use:  ['x', 'y', 'z', 'r', 'theta', 'phi', 'sasa', 'charge', 'hydrophobicity', 'binding_probability', 'sequence_entropy']
number of epochs:  200
batch size:  256
number of workers to load data:  36
device:  cuda
number of classes after merging:  15
number of pockets in training set:  17282
number of pockets in validation set:  3698
number of pockets in test set:  3720
first 5 pockets in train set of cluster 0 before merging (to verify reproducibility):
['4gi7C01', '6djqD00', '8icoC00', '1ofhB00', '2zceA00']
first 5 pockets in val set of cluster 0 before merging (to verify reproducibility):
['1w46A00', '4j97A00', '4iqlB01', '2wtkB00', '6o7zA00']
first 5 pockets in test set of cluster 0 before merging (to verify reproducibility):
['1tlzA00', '5t5iH01', '5t48A00', '4q5hA00', '5gjcA00']
model architecture:
MoNet(
  (embedding_net): JKEmbeddingNet(
    (conv0): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=11, out_features=64, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=64, out_features=64, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn0): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv1): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=64, out_features=64, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=64, out_features=64, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv2): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=64, out_features=64, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=64, out_features=64, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (set2set): Set2Set(64, 128)
  )
  (fc1): Linear(in_features=128, out_features=64, bias=True)
  (fc2): Linear(in_features=64, out_features=15, bias=True)
)
optimizer:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.003
    weight_decay: 0.0005
)
learning rate scheduler: 
<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x2ac8dae74be0>
initial gamma of FocalLoss:  0
increase gamma of FocalLoss at epochs:  [25, 100, 170]
loss function:
FocalLoss(gamma=0, alpha=tensor([1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.],
       device='cuda:0'), reduction=mean)
begin training...
epoch: 1, train loss: 2.106782863225916, acc: 0.36251591251012616, val loss: 1.8479453774643564, acc: 0.42239048134126556, test loss: 1.8615152312863257, acc: 0.4163978494623656
epoch: 121, train loss: 0.30085595878665194, acc: 0.8224163869922463, val loss: 0.7873013860280608, acc: 0.6971335857220119, test loss: 0.7927050303387385, acc: 0.6954301075268817
epoch: 122, train loss: 0.31755537876941003, acc: 0.8170929290591367, val loss: 0.7599300915257489, acc: 0.6995673336938886, test loss: 0.7852905299073907, acc: 0.6844086021505377
epoch: 123, train loss: 0.3030499834875558, acc: 0.8181344751764842, val loss: 0.8108070796731358, acc: 0.701460248783126, test loss: 0.8377679353119225, acc: 0.6938172043010753
epoch: 124, train loss: 0.30963301427723594, acc: 0.8176715657909964, val loss: 0.7967732606416396, acc: 0.6938885884261763, test loss: 0.7950348669482815, acc: 0.6905913978494623
epoch: 125, train loss: 0.2944646728058102, acc: 0.8239208424950816, val loss: 0.8032407228078888, acc: 0.6974040021633315, test loss: 0.8066594487877302, acc: 0.7005376344086022
epoch: 126, train loss: 0.3225275909317104, acc: 0.8165142923272769, val loss: 0.8018826172118447, acc: 0.6890210924824229, test loss: 0.7924743621580063, acc: 0.6879032258064516
epoch: 127, train loss: 0.32593393006088583, acc: 0.8128688809165606, val loss: 0.7441338516687174, acc: 0.6984856679286101, test loss: 0.7531139542979579, acc: 0.693010752688172
epoch: 128, train loss: 0.30580256650492266, acc: 0.818539520888786, val loss: 0.7365455775727705, acc: 0.6968631692806923, test loss: 0.7309425846222908, acc: 0.6978494623655914
epoch: 129, train loss: 0.296916963684105, acc: 0.8211433861821549, val loss: 0.7786109154774989, acc: 0.7022714981070849, test loss: 0.7809658004391578, acc: 0.6922043010752689
Epoch   129: reducing learning rate of group 0 to 7.5000e-04.
epoch: 130, train loss: 0.25784267115242543, acc: 0.838676079157505, val loss: 0.7680744722509719, acc: 0.7160627366143861, test loss: 0.7901893979759627, acc: 0.7051075268817204
epoch: 131, train loss: 0.23294379320454783, acc: 0.851637541951163, val loss: 0.7746878970049729, acc: 0.7233639805300163, test loss: 0.8014244776900097, acc: 0.7080645161290322
epoch: 132, train loss: 0.22868180152525877, acc: 0.8544149982640898, val loss: 0.7874573921757559, acc: 0.72065981611682, test loss: 0.7832836181886734, acc: 0.7123655913978495
epoch: 133, train loss: 0.21710376115726, acc: 0.860664274968175, val loss: 0.8357796982341744, acc: 0.7141698215251487, test loss: 0.8365333710947345, acc: 0.7120967741935483
epoch: 134, train loss: 0.20977532414564476, acc: 0.86274736720287, val loss: 0.8271543508996958, acc: 0.7171444023796647, test loss: 0.8182436409816947, acc: 0.7086021505376344
epoch: 135, train loss: 0.21807041491447893, acc: 0.8596227288508275, val loss: 0.8362565085718991, acc: 0.7128177393185505, test loss: 0.8468796822332567, acc: 0.7104838709677419
epoch: 136, train loss: 0.22812151286167728, acc: 0.8567295451915288, val loss: 0.8315912671447638, acc: 0.7128177393185505, test loss: 0.8425330259466683, acc: 0.7077956989247312
epoch: 137, train loss: 0.21668521931789192, acc: 0.8595648651776415, val loss: 0.8322440131152882, acc: 0.7122769064359114, test loss: 0.8418901540899789, acc: 0.7040322580645161
epoch: 138, train loss: 0.21910206464661064, acc: 0.8556301354009953, val loss: 0.8395710246765401, acc: 0.7125473228772309, test loss: 0.8387535638706658, acc: 0.7099462365591398
epoch: 139, train loss: 0.21909685976464444, acc: 0.8613007753732207, val loss: 0.8393937772902493, acc: 0.7109248242293131, test loss: 0.8557710883437947, acc: 0.7150537634408602
epoch: 140, train loss: 0.21342967254028955, acc: 0.8609535933341048, val loss: 0.8570138688600663, acc: 0.7103839913466738, test loss: 0.8715691961267943, acc: 0.7067204301075268
epoch: 141, train loss: 0.22367814779212639, acc: 0.8555722717278093, val loss: 0.8444616789428397, acc: 0.7082206598161168, test loss: 0.8461255709330241, acc: 0.707258064516129
epoch: 142, train loss: 0.22423608340180703, acc: 0.8555144080546233, val loss: 0.8584418933800325, acc: 0.7063277447268794, test loss: 0.8915340813257361, acc: 0.7010752688172043
epoch: 143, train loss: 0.2115190771425947, acc: 0.8630945492419859, val loss: 0.858769938390019, acc: 0.7047052460789616, test loss: 0.8386855094663559, acc: 0.7
epoch: 144, train loss: 0.21103569457561602, acc: 0.862631639856498, val loss: 0.8575339659024988, acc: 0.7111952406706328, test loss: 0.8661210142156129, acc: 0.7086021505376344
epoch: 145, train loss: 0.20790266702674823, acc: 0.8630945492419859, val loss: 0.8633439663360414, acc: 0.7182260681449432, test loss: 0.8573745507065967, acc: 0.7083333333333334
epoch: 146, train loss: 0.2079513060723779, acc: 0.8581182733479922, val loss: 0.891494228235124, acc: 0.7001081665765279, test loss: 0.8719641157375869, acc: 0.7026881720430107
epoch: 147, train loss: 0.20865767246083988, acc: 0.8597384561971994, val loss: 0.8495180579763674, acc: 0.7098431584640346, test loss: 0.8805791306239302, acc: 0.7086021505376344
epoch: 148, train loss: 0.21347850849818553, acc: 0.8593912741580836, val loss: 0.8706310441392122, acc: 0.7090319091400757, test loss: 0.8906616287846719, acc: 0.7043010752688172
epoch: 149, train loss: 0.2012041038956966, acc: 0.8645411410716353, val loss: 0.8790635291533317, acc: 0.7103839913466738, test loss: 0.8633837417889667, acc: 0.7134408602150538
epoch: 150, train loss: 0.19504580300565588, acc: 0.8680708251359797, val loss: 0.8889331996859957, acc: 0.714710654407788, test loss: 0.9175835850418255, acc: 0.7112903225806452
epoch: 151, train loss: 0.22855346299386275, acc: 0.8541256798981599, val loss: 0.8842621147471418, acc: 0.7063277447268794, test loss: 0.8780988206145584, acc: 0.7134408602150538
epoch: 152, train loss: 0.20755810432067942, acc: 0.8617058210855225, val loss: 0.8921737077753243, acc: 0.7076798269334775, test loss: 0.8885404561155585, acc: 0.7088709677419355
epoch: 153, train loss: 0.20783789509349282, acc: 0.8633260039347298, val loss: 0.8834742434673403, acc: 0.7098431584640346, test loss: 0.8886797689622449, acc: 0.7075268817204301
epoch: 154, train loss: 0.20694689502830294, acc: 0.8624001851637542, val loss: 0.8756032710851624, acc: 0.7128177393185505, test loss: 0.8836238215046545, acc: 0.7110215053763441
epoch: 155, train loss: 0.21022925376133322, acc: 0.8647725957643791, val loss: 0.9260326848924966, acc: 0.6925365062195782, test loss: 0.9093886662554997, acc: 0.6970430107526882
epoch: 156, train loss: 0.19791842740472718, acc: 0.8682444161555376, val loss: 0.8597442315938731, acc: 0.7125473228772309, test loss: 0.8826085300855739, acc: 0.7137096774193549
epoch: 157, train loss: 0.18813270977968255, acc: 0.8710797361416502, val loss: 0.9391251086157164, acc: 0.7017306652244456, test loss: 0.9355452773391559, acc: 0.7029569892473119
epoch: 158, train loss: 0.20928951427763004, acc: 0.8618794121050805, val loss: 0.8542529251073876, acc: 0.7187669010275824, test loss: 0.8509680753113121, acc: 0.7077956989247312
epoch: 159, train loss: 0.20659274640575545, acc: 0.8614743663927786, val loss: 0.9081240325698728, acc: 0.7087614926987561, test loss: 0.9178030639566401, acc: 0.6994623655913978
epoch: 160, train loss: 0.19261076725642584, acc: 0.8663927786135864, val loss: 0.9134562763412171, acc: 0.7109248242293131, test loss: 0.9249910190541257, acc: 0.6981182795698925
epoch: 161, train loss: 0.20011084500134177, acc: 0.8668556879990742, val loss: 0.9049051769879652, acc: 0.7128177393185505, test loss: 0.9290106260648338, acc: 0.7131720430107527
epoch: 162, train loss: 0.22700601380230886, acc: 0.8543571345909038, val loss: 0.9093477884584533, acc: 0.6968631692806923, test loss: 0.9148177962149343, acc: 0.6938172043010753
epoch: 163, train loss: 0.21497122504523253, acc: 0.8564402268255988, val loss: 0.8708447209559884, acc: 0.7106544077879935, test loss: 0.8391096812422557, acc: 0.714516129032258
epoch: 164, train loss: 0.1854809584485589, acc: 0.8720634185858118, val loss: 0.9323523261213122, acc: 0.7087614926987561, test loss: 0.9028897480298114, acc: 0.7198924731182795
epoch: 165, train loss: 0.18456698045998504, acc: 0.876056012035644, val loss: 0.9086293285765991, acc: 0.7047052460789616, test loss: 0.8983698726982199, acc: 0.7088709677419355
epoch: 166, train loss: 0.17727355453278534, acc: 0.8728735100104155, val loss: 0.9347492481580356, acc: 0.7065981611681991, test loss: 0.9367336160393172, acc: 0.7016129032258065
epoch: 167, train loss: 0.22341567722822062, acc: 0.8575975002893184, val loss: 0.8680510352017623, acc: 0.7103839913466738, test loss: 0.8800305304988738, acc: 0.7099462365591398
epoch: 168, train loss: 0.19151184633641508, acc: 0.869517416965629, val loss: 0.8799364413358896, acc: 0.7203893996755003, test loss: 0.8828860575152981, acc: 0.7188172043010753
epoch: 169, train loss: 0.18851473417399092, acc: 0.8711954634880222, val loss: 0.9311051781336123, acc: 0.7055164954029205, test loss: 0.9255297435227261, acc: 0.7137096774193549
epoch 170, gamma increased to 3.
epoch: 170, train loss: 0.14836109402954764, acc: 0.8682444161555376, val loss: 0.8654524871244373, acc: 0.7017306652244456, test loss: 0.8709271795006208, acc: 0.6989247311827957
epoch: 171, train loss: 0.16290472108151208, acc: 0.8596227288508275, val loss: 0.7527461183464418, acc: 0.7125473228772309, test loss: 0.7913691741164013, acc: 0.7008064516129032
epoch: 172, train loss: 0.1419988314926921, acc: 0.8698645990047448, val loss: 0.7612963611851389, acc: 0.7155219037317468, test loss: 0.7849407983082597, acc: 0.7129032258064516
epoch: 173, train loss: 0.1289765540130601, acc: 0.8768082397870617, val loss: 0.8375601890991029, acc: 0.7103839913466738, test loss: 0.8472261110941569, acc: 0.7016129032258065
epoch: 174, train loss: 0.13147034648770936, acc: 0.8758245573429001, val loss: 0.8437762753005412, acc: 0.7090319091400757, test loss: 0.8701758712850591, acc: 0.7075268817204301
epoch: 175, train loss: 0.1329461748146677, acc: 0.8742043744936928, val loss: 0.8168193556412676, acc: 0.7136289886425095, test loss: 0.8280813381236086, acc: 0.6989247311827957
epoch: 176, train loss: 0.13469787108761586, acc: 0.873799328781391, val loss: 0.7980962655813775, acc: 0.7190373174689021, test loss: 0.8202759219754127, acc: 0.7131720430107527
epoch: 177, train loss: 0.14090706281964943, acc: 0.8674921884041199, val loss: 0.7938349220545116, acc: 0.709572742022715, test loss: 0.8377955377742808, acc: 0.703494623655914
epoch: 178, train loss: 0.12863536610442336, acc: 0.8770975581529915, val loss: 0.8093995004167036, acc: 0.7079502433747972, test loss: 0.8223731061463715, acc: 0.714247311827957
epoch: 179, train loss: 0.13411551281014825, acc: 0.8720055549126259, val loss: 0.827830863295535, acc: 0.7087614926987561, test loss: 0.8185240658380653, acc: 0.7021505376344086
epoch: 180, train loss: 0.13372216798678108, acc: 0.8708482814489064, val loss: 0.8776208979171827, acc: 0.7022714981070849, test loss: 0.8604135646614978, acc: 0.6959677419354838
Epoch   180: reducing learning rate of group 0 to 3.7500e-04.
epoch: 181, train loss: 0.11592382780484145, acc: 0.8845041083207962, val loss: 0.8238100497512446, acc: 0.7130881557598702, test loss: 0.8538963312743812, acc: 0.7131720430107527
epoch: 182, train loss: 0.10337635168232116, acc: 0.8912741580835551, val loss: 0.8233413749156352, acc: 0.7182260681449432, test loss: 0.8514729345998456, acc: 0.710752688172043
epoch: 183, train loss: 0.09906595575545289, acc: 0.8921999768545307, val loss: 0.8574230318910177, acc: 0.7179556517036236, test loss: 0.8739894297815138, acc: 0.7102150537634409
epoch: 184, train loss: 0.09996839368623407, acc: 0.8946881148015277, val loss: 0.8772108378185975, acc: 0.7184964845862628, test loss: 0.8982750815729941, acc: 0.7126344086021505
epoch: 185, train loss: 0.11235569158460983, acc: 0.8883231107510705, val loss: 0.8950161180862418, acc: 0.7006489994591671, test loss: 0.9040304168578117, acc: 0.6978494623655914
epoch: 186, train loss: 0.10171205969737533, acc: 0.8933572503182502, val loss: 0.8869127016444023, acc: 0.7117360735532721, test loss: 0.8803920925304454, acc: 0.7091397849462365
epoch: 187, train loss: 0.1040690990130171, acc: 0.891505612776299, val loss: 0.8787155318995177, acc: 0.7114656571119524, test loss: 0.8830806168176795, acc: 0.7048387096774194
epoch: 188, train loss: 0.10649795218320952, acc: 0.8912741580835551, val loss: 0.8832751896137673, acc: 0.7160627366143861, test loss: 0.892206830875848, acc: 0.7056451612903226
epoch: 189, train loss: 0.10292487665743563, acc: 0.8899432936002778, val loss: 0.8770741209460311, acc: 0.7141698215251487, test loss: 0.8948428646210701, acc: 0.7120967741935483
epoch: 190, train loss: 0.09960997623279683, acc: 0.8953824788797593, val loss: 0.9029045125611606, acc: 0.7082206598161168, test loss: 0.9170616570339408, acc: 0.7056451612903226
epoch: 191, train loss: 0.09492421515881774, acc: 0.8964818886702928, val loss: 0.9242873258884692, acc: 0.7103839913466738, test loss: 0.9243899545361919, acc: 0.7118279569892473
epoch: 192, train loss: 0.09722422476706578, acc: 0.89364656868418, val loss: 0.8905440096341964, acc: 0.7103839913466738, test loss: 0.914950494868781, acc: 0.7045698924731183
epoch: 193, train loss: 0.09971903276593855, acc: 0.8930679319523204, val loss: 0.9224058747484982, acc: 0.7060573282855598, test loss: 0.9519844070557625, acc: 0.6997311827956989
epoch: 194, train loss: 0.09936405919658656, acc: 0.891621340122671, val loss: 0.9224855768287291, acc: 0.7106544077879935, test loss: 0.9610969194801905, acc: 0.7059139784946237
epoch: 195, train loss: 0.10302761790136016, acc: 0.8923157042009027, val loss: 0.8996533874307471, acc: 0.7098431584640346, test loss: 0.9037117983705254, acc: 0.7021505376344086
epoch: 196, train loss: 0.09852651268167913, acc: 0.8904640666589515, val loss: 0.9134994446747751, acc: 0.7087614926987561, test loss: 0.9406926857527866, acc: 0.7048387096774194
epoch: 197, train loss: 0.10092734962187905, acc: 0.891621340122671, val loss: 0.9419034217227917, acc: 0.7093023255813954, test loss: 0.9288482896743282, acc: 0.7059139784946237
epoch: 198, train loss: 0.10202207740841607, acc: 0.8912162944103692, val loss: 0.9417781234109898, acc: 0.7136289886425095, test loss: 0.9298080957064064, acc: 0.706989247311828
epoch: 199, train loss: 0.09670887520941385, acc: 0.8953824788797593, val loss: 0.9499521602354158, acc: 0.7101135749053542, test loss: 0.9354504185338174, acc: 0.7099462365591398
epoch: 200, train loss: 0.09776414083242554, acc: 0.89364656868418, val loss: 0.9383630312862365, acc: 0.7087614926987561, test loss: 0.9340277882032497, acc: 0.7080645161290322
best val acc 0.7233639805300163 at epoch 131.
****************************************************************
/opt/python/anaconda-2020.7/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1221: UndefinedMetricWarning: Precision and F-score are ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
train report:
              precision    recall  f1-score   support

           0     0.9502    0.9800    0.9649      5337
           1     0.7837    0.7834    0.7835      2502
           2     0.9836    0.8877    0.9332       810
           3     0.8408    0.9357    0.8857      2100
           4     0.9510    0.8426    0.8935       737
           5     0.9026    0.9852    0.9421       677
           6     0.7914    0.9463    0.8620      1323
           7     0.7683    0.7466    0.7573      1164
           8     0.9584    0.8219    0.8849       421
           9     0.9707    0.9102    0.9395       401
          10     0.9278    0.9091    0.9184       396
          11     0.9367    0.7783    0.8502       627
          12     0.9366    0.8625    0.8980       291
          13     0.0000    0.0000    0.0000       261
          14     0.8895    0.7191    0.7953       235

    accuracy                         0.8831     17282
   macro avg     0.8394    0.8072    0.8206     17282
weighted avg     0.8724    0.8831    0.8759     17282

train confusion matrix:
[[9.79951283e-01 6.74536256e-03 0.00000000e+00 5.24639310e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 4.30953719e-03
  2.62319655e-03 1.87371182e-04 1.87371182e-04 0.00000000e+00
  7.49484729e-04 0.00000000e+00 0.00000000e+00]
 [7.99360512e-03 7.83373301e-01 0.00000000e+00 7.75379696e-02
  1.19904077e-03 0.00000000e+00 1.24700240e-01 3.99680256e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 3.99680256e-04
  7.99360512e-04 0.00000000e+00 0.00000000e+00]
 [1.23456790e-03 1.23456790e-02 8.87654321e-01 1.23456790e-03
  2.46913580e-03 8.02469136e-02 1.23456790e-03 4.93827160e-03
  0.00000000e+00 6.17283951e-03 0.00000000e+00 2.46913580e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [1.95238095e-02 4.19047619e-02 0.00000000e+00 9.35714286e-01
  0.00000000e+00 0.00000000e+00 1.90476190e-03 9.52380952e-04
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [1.35685210e-03 8.95522388e-02 0.00000000e+00 4.07055631e-03
  8.42605156e-01 0.00000000e+00 1.35685210e-03 4.07055631e-02
  0.00000000e+00 0.00000000e+00 5.42740841e-03 1.08548168e-02
  4.07055631e-03 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 2.95420975e-03 1.03397341e-02 0.00000000e+00
  0.00000000e+00 9.85228951e-01 1.47710487e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [1.51171580e-03 4.30839002e-02 0.00000000e+00 0.00000000e+00
  7.55857899e-04 5.29100529e-03 9.46334089e-01 7.55857899e-04
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  2.26757370e-03 0.00000000e+00 0.00000000e+00]
 [4.81099656e-02 1.05670103e-01 8.59106529e-04 2.92096220e-02
  1.11683849e-02 0.00000000e+00 6.01374570e-03 7.46563574e-01
  0.00000000e+00 0.00000000e+00 1.89003436e-02 1.63230241e-02
  1.71821306e-03 0.00000000e+00 1.54639175e-02]
 [1.66270784e-01 7.12589074e-03 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 4.75059382e-03
  8.21852732e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [4.73815461e-02 1.74563591e-02 2.49376559e-03 0.00000000e+00
  4.98753117e-03 0.00000000e+00 2.49376559e-03 4.98753117e-03
  0.00000000e+00 9.10224439e-01 0.00000000e+00 4.98753117e-03
  4.98753117e-03 0.00000000e+00 0.00000000e+00]
 [2.52525253e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 5.80808081e-02
  0.00000000e+00 0.00000000e+00 9.09090909e-01 0.00000000e+00
  0.00000000e+00 0.00000000e+00 7.57575758e-03]
 [1.59489633e-03 3.50877193e-02 3.18979266e-03 4.78468900e-03
  1.59489633e-02 0.00000000e+00 0.00000000e+00 1.54704944e-01
  0.00000000e+00 4.78468900e-03 1.59489633e-03 7.78309410e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.52920962e-02 4.46735395e-02 0.00000000e+00 0.00000000e+00
  3.43642612e-03 0.00000000e+00 1.03092784e-02 3.43642612e-03
  3.43642612e-03 3.43642612e-03 0.00000000e+00 3.43642612e-03
  8.62542955e-01 0.00000000e+00 0.00000000e+00]
 [9.96168582e-02 4.29118774e-01 0.00000000e+00 4.17624521e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00 4.59770115e-02
  0.00000000e+00 3.83141762e-03 0.00000000e+00 0.00000000e+00
  3.83141762e-03 0.00000000e+00 0.00000000e+00]
 [3.40425532e-02 8.51063830e-03 4.25531915e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 2.34042553e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 7.19148936e-01]]
---------------------------------------
validation report:
              precision    recall  f1-score   support

           0     0.8322    0.8591    0.8455      1143
           1     0.5658    0.6175    0.5905       536
           2     0.8571    0.7283    0.7875       173
           3     0.6596    0.7622    0.7072       450
           4     0.8947    0.6456    0.7500       158
           5     0.8105    0.8552    0.8322       145
           6     0.7053    0.7951    0.7475       283
           7     0.5000    0.5261    0.5127       249
           8     0.7536    0.5778    0.6541        90
           9     0.6250    0.5294    0.5732        85
          10     0.8608    0.8095    0.8344        84
          11     0.8286    0.6493    0.7280       134
          12     0.6607    0.5968    0.6271        62
          13     0.0000    0.0000    0.0000        56
          14     0.5946    0.4400    0.5057        50

    accuracy                         0.7234      3698
   macro avg     0.6766    0.6261    0.6464      3698
weighted avg     0.7186    0.7234    0.7180      3698

validation confusion matrix:
[[0.85914261 0.03412073 0.00524934 0.03062117 0.         0.
  0.00612423 0.02624672 0.01312336 0.01137358 0.00174978 0.00087489
  0.00699913 0.         0.00437445]
 [0.07276119 0.61753731 0.00746269 0.13619403 0.00559701 0.00186567
  0.0988806  0.04291045 0.         0.         0.         0.00932836
  0.00373134 0.         0.00373134]
 [0.02312139 0.02890173 0.7283237  0.02312139 0.         0.10404624
  0.04624277 0.01156069 0.00578035 0.01734104 0.         0.01156069
  0.         0.         0.        ]
 [0.07555556 0.13333333 0.         0.76222222 0.         0.00222222
  0.         0.01333333 0.00222222 0.00222222 0.00444444 0.00222222
  0.         0.         0.00222222]
 [0.         0.17721519 0.         0.02531646 0.64556962 0.
  0.03797468 0.09493671 0.         0.         0.         0.00632911
  0.01265823 0.         0.        ]
 [0.02758621 0.0137931  0.04827586 0.00689655 0.         0.85517241
  0.04827586 0.         0.         0.         0.         0.
  0.         0.         0.        ]
 [0.02473498 0.09893993 0.01413428 0.00706714 0.00706714 0.02473498
  0.795053   0.01413428 0.         0.01060071 0.         0.
  0.00353357 0.         0.        ]
 [0.09638554 0.1686747  0.         0.11646586 0.01606426 0.
  0.02008032 0.52610442 0.         0.         0.01204819 0.02409639
  0.         0.         0.02008032]
 [0.27777778 0.03333333 0.         0.05555556 0.         0.
  0.         0.03333333 0.57777778 0.01111111 0.         0.
  0.01111111 0.         0.        ]
 [0.27058824 0.07058824 0.         0.         0.         0.01176471
  0.04705882 0.01176471 0.         0.52941176 0.         0.02352941
  0.03529412 0.         0.        ]
 [0.02380952 0.02380952 0.         0.02380952 0.         0.
  0.         0.0952381  0.         0.         0.80952381 0.
  0.         0.         0.02380952]
 [0.02238806 0.09701493 0.         0.02238806 0.01492537 0.
  0.02238806 0.14925373 0.         0.02238806 0.         0.64925373
  0.         0.         0.        ]
 [0.22580645 0.08064516 0.         0.         0.         0.01612903
  0.01612903 0.01612903 0.         0.0483871  0.         0.
  0.59677419 0.         0.        ]
 [0.17857143 0.35714286 0.         0.30357143 0.         0.
  0.         0.07142857 0.         0.         0.05357143 0.
  0.03571429 0.         0.        ]
 [0.18       0.02       0.         0.04       0.02       0.
  0.         0.28       0.         0.         0.02       0.
  0.         0.         0.44      ]]
---------------------------------------
test report: 
              precision    recall  f1-score   support

           0     0.8205    0.8463    0.8332      1145
           1     0.5116    0.6164    0.5591       537
           2     0.8800    0.7543    0.8123       175
           3     0.6861    0.7561    0.7194       451
           4     0.8699    0.6730    0.7589       159
           5     0.8013    0.8562    0.8278       146
           6     0.6949    0.8099    0.7480       284
           7     0.4385    0.4280    0.4332       250
           8     0.7595    0.6593    0.7059        91
           9     0.6324    0.4943    0.5548        87
          10     0.8939    0.6860    0.7763        86
          11     0.8333    0.6250    0.7143       136
          12     0.6250    0.4688    0.5357        64
          13     0.0000    0.0000    0.0000        57
          14     0.5556    0.2885    0.3797        52

    accuracy                         0.7081      3720
   macro avg     0.6668    0.5975    0.6239      3720
weighted avg     0.7051    0.7081    0.7026      3720

test confusion matrix:
[[0.84628821 0.05676856 0.         0.02445415 0.00087336 0.00174672
  0.00436681 0.02620087 0.0139738  0.01222707 0.00262009 0.00174672
  0.00524017 0.         0.00349345]
 [0.06703911 0.61638734 0.0018622  0.12662942 0.01117318 0.00372439
  0.12290503 0.03538175 0.0018622  0.00558659 0.         0.0018622
  0.00372439 0.         0.0018622 ]
 [0.04       0.05714286 0.75428571 0.01142857 0.00571429 0.09142857
  0.02285714 0.         0.         0.01142857 0.         0.00571429
  0.         0.         0.        ]
 [0.07095344 0.13525499 0.00221729 0.75609756 0.00443459 0.
  0.         0.02660754 0.         0.         0.         0.00443459
  0.         0.         0.        ]
 [0.01257862 0.18867925 0.         0.05660377 0.67295597 0.
  0.01886792 0.05031447 0.         0.         0.         0.
  0.         0.         0.        ]
 [0.01369863 0.00684932 0.06849315 0.         0.         0.85616438
  0.05479452 0.         0.         0.         0.         0.
  0.         0.         0.        ]
 [0.00352113 0.10211268 0.01056338 0.00704225 0.00704225 0.02816901
  0.80985915 0.01408451 0.         0.00352113 0.         0.00352113
