seed:  666
save trained model at:  ../trained_models/trained_classifier_model_21.pt
save loss at:  ./results/train_classifier_results_21.json
how to merge clusters:  [[0, 9, 12, 25], [1, 5, 11, 22], 2, [3, 8, 13, 27], 4, 6, [7, 19, 21], [10, 16, 28], 15, 17, 18, [20, 23], 24, 26, 29]
features to use:  ['x', 'y', 'z', 'r', 'theta', 'phi', 'sasa', 'charge', 'hydrophobicity', 'binding_probability', 'sequence_entropy']
number of epochs:  200
batch size:  256
number of workers to load data:  36
device:  cuda
number of classes after merging:  15
number of pockets in training set:  17282
number of pockets in validation set:  3698
number of pockets in test set:  3720
first 5 pockets in train set of cluster 0 before merging (to verify reproducibility):
['4gi7C01', '6djqD00', '8icoC00', '1ofhB00', '2zceA00']
first 5 pockets in val set of cluster 0 before merging (to verify reproducibility):
['1w46A00', '4j97A00', '4iqlB01', '2wtkB00', '6o7zA00']
first 5 pockets in test set of cluster 0 before merging (to verify reproducibility):
['1tlzA00', '5t5iH01', '5t48A00', '4q5hA00', '5gjcA00']
model architecture:
MoNet(
  (embedding_net): JKEmbeddingNet(
    (conv0): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=11, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn0): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv1): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn1): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (conv2): GINMolecularConv(nn=Sequential(
      (0): Linear(in_features=96, out_features=96, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=96, out_features=96, bias=True)
    ))(edge_transformer=Sequential(
      (0): Linear(in_features=1, out_features=8, bias=True)
      (1): LeakyReLU(negative_slope=0.01)
      (2): Linear(in_features=8, out_features=1, bias=True)
      (3): ELU(alpha=1.0)
    ))
    (bn2): BatchNorm1d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (set2set): Set2Set(96, 192)
  )
  (fc1): Linear(in_features=192, out_features=96, bias=True)
  (fc2): Linear(in_features=96, out_features=15, bias=True)
)
optimizer:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.003
    weight_decay: 0.001
)
learning rate scheduler: 
<torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x2b10b5a71be0>
initial gamma of FocalLoss:  0
increase gamma of FocalLoss at epochs:  [25, 100, 170]
loss function:
FocalLoss(gamma=0, alpha=tensor([1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.],
       device='cuda:0'), reduction=mean)
begin training...
epoch: 1, train loss: 2.0661281315958373, acc: 0.36511977780349497, val loss: 1.8387103881495523, acc: 0.41481882098431583, test loss: 1.855460407913372, acc: 0.42016129032258065
epoch: 121, train loss: 0.3276581284818019, acc: 0.8139104270339081, val loss: 0.7210206556732813, acc: 0.7049756625202812, test loss: 0.7282329215798327, acc: 0.6978494623655914
epoch: 122, train loss: 0.3441114754033108, acc: 0.8086448327739845, val loss: 0.691521596367002, acc: 0.7065981611681991, test loss: 0.6956443894294, acc: 0.6967741935483871
epoch: 123, train loss: 0.3297807068312117, acc: 0.8161671102881611, val loss: 0.7150577544650237, acc: 0.7041644131963224, test loss: 0.723297361148301, acc: 0.7024193548387097
epoch: 124, train loss: 0.31788658246634227, acc: 0.8215484318944567, val loss: 0.7230135442889529, acc: 0.7033531638723635, test loss: 0.7287588893726308, acc: 0.7021505376344086
epoch: 125, train loss: 0.33782379359037923, acc: 0.8114801527600972, val loss: 0.7278684837357814, acc: 0.6890210924824229, test loss: 0.7201132774353027, acc: 0.6903225806451613
epoch: 126, train loss: 0.32048193133135333, acc: 0.8181344751764842, val loss: 0.7009044855333393, acc: 0.6998377501352082, test loss: 0.7454213862778039, acc: 0.6854838709677419
epoch: 127, train loss: 0.31295425895187207, acc: 0.8206226131234811, val loss: 0.7223992051144688, acc: 0.6995673336938886, test loss: 0.7348621978554675, acc: 0.6903225806451613
epoch: 128, train loss: 0.32857127717876444, acc: 0.8092813331790302, val loss: 0.7304225644915732, acc: 0.7057869118442401, test loss: 0.767461307074434, acc: 0.6967741935483871
epoch: 129, train loss: 0.3327297031562122, acc: 0.8133896539752343, val loss: 0.7260517363550858, acc: 0.7017306652244456, test loss: 0.7244275595552178, acc: 0.7005376344086022
epoch: 130, train loss: 0.3174753521944469, acc: 0.816456428654091, val loss: 0.7355388039959773, acc: 0.7030827474310438, test loss: 0.772122274932041, acc: 0.6935483870967742
epoch: 131, train loss: 0.3323117652544751, acc: 0.811885198472399, val loss: 0.7086029743877471, acc: 0.7047052460789616, test loss: 0.7169567205572641, acc: 0.7002688172043011
epoch: 132, train loss: 0.3185898612362549, acc: 0.8174979747714385, val loss: 0.7219701880954806, acc: 0.7074094104921579, test loss: 0.740260071908274, acc: 0.696505376344086
epoch: 133, train loss: 0.3018140142479369, acc: 0.8219534776067585, val loss: 0.7114999296859899, acc: 0.7009194159004868, test loss: 0.7532157072456934, acc: 0.6884408602150538
epoch: 134, train loss: 0.3288901838342592, acc: 0.8124638352042588, val loss: 0.7626344235669348, acc: 0.6833423472147107, test loss: 0.7981855628310993, acc: 0.6809139784946237
Epoch   134: reducing learning rate of group 0 to 7.5000e-04.
epoch: 135, train loss: 0.27250708957959235, acc: 0.8356671681518343, val loss: 0.7138723635944306, acc: 0.7212006489994591, test loss: 0.7418371764562464, acc: 0.7096774193548387
epoch: 136, train loss: 0.23179389531724695, acc: 0.858465455387108, val loss: 0.7057922918000951, acc: 0.7193077339102217, test loss: 0.7497802021682903, acc: 0.7161290322580646
epoch: 137, train loss: 0.21627384535782923, acc: 0.8639625043397755, val loss: 0.7376794862772982, acc: 0.7217414818820984, test loss: 0.769699094628775, acc: 0.7126344086021505
epoch: 138, train loss: 0.21492759982388462, acc: 0.8652933688230529, val loss: 0.7865066359402877, acc: 0.7230935640886966, test loss: 0.8060713706477995, acc: 0.7155913978494624
epoch: 139, train loss: 0.20620037587707676, acc: 0.867318597384562, val loss: 0.7766321133509915, acc: 0.7212006489994591, test loss: 0.7850445352574831, acc: 0.7137096774193549
epoch: 140, train loss: 0.2019144455332017, acc: 0.8727577826640435, val loss: 0.76626342383509, acc: 0.72065981611682, test loss: 0.7740867645509781, acc: 0.7137096774193549
epoch: 141, train loss: 0.21730533158416315, acc: 0.862631639856498, val loss: 0.7557793552002564, acc: 0.7171444023796647, test loss: 0.7901583717715356, acc: 0.7155913978494624
epoch: 142, train loss: 0.20753066074984752, acc: 0.8702117810438607, val loss: 0.7565555085099149, acc: 0.7252568956192537, test loss: 0.7991135694647348, acc: 0.7080645161290322
epoch: 143, train loss: 0.20956075258752205, acc: 0.8684758708482815, val loss: 0.777126246365165, acc: 0.722011898323418, test loss: 0.7794375722126294, acc: 0.7163978494623656
epoch: 144, train loss: 0.20555385501451506, acc: 0.8700381900243027, val loss: 0.8187053915356997, acc: 0.7160627366143861, test loss: 0.8432507648262927, acc: 0.7080645161290322
epoch: 145, train loss: 0.20670771281513098, acc: 0.8692280985996991, val loss: 0.7881304107529851, acc: 0.7109248242293131, test loss: 0.7992091471149075, acc: 0.7018817204301075
epoch: 146, train loss: 0.19561474664166298, acc: 0.8743201018400648, val loss: 0.7798713867957041, acc: 0.7203893996755003, test loss: 0.8189383696484309, acc: 0.7118279569892473
epoch: 147, train loss: 0.1930583554166236, acc: 0.8731628283763453, val loss: 0.797609506522468, acc: 0.7171444023796647, test loss: 0.8302993148885748, acc: 0.7115591397849462
epoch: 148, train loss: 0.2083871040910141, acc: 0.8670871426918181, val loss: 0.7665201218596274, acc: 0.7103839913466738, test loss: 0.8266290110926474, acc: 0.703494623655914
epoch: 149, train loss: 0.20597733268720134, acc: 0.867145006365004, val loss: 0.7750502602353877, acc: 0.7106544077879935, test loss: 0.7970460958378289, acc: 0.7096774193548387
epoch: 150, train loss: 0.19786172721027542, acc: 0.8711375998148363, val loss: 0.8149677287442675, acc: 0.7076798269334775, test loss: 0.8287153561909993, acc: 0.6981182795698925
epoch: 151, train loss: 0.19699982356009776, acc: 0.8686494618678394, val loss: 0.7960079103111899, acc: 0.7136289886425095, test loss: 0.7983394156220138, acc: 0.7064516129032258
epoch: 152, train loss: 0.20323893424744766, acc: 0.8684180071750954, val loss: 0.7750751533786822, acc: 0.7138994050838291, test loss: 0.7869050031067223, acc: 0.7137096774193549
epoch: 153, train loss: 0.18948499344659203, acc: 0.873857192454577, val loss: 0.8282927863336113, acc: 0.7063277447268794, test loss: 0.8698886281700544, acc: 0.6967741935483871
epoch: 154, train loss: 0.19760176936739393, acc: 0.8724106006249277, val loss: 0.8323802945419154, acc: 0.7011898323418064, test loss: 0.8348160610404066, acc: 0.6924731182795699
epoch: 155, train loss: 0.19564019474162642, acc: 0.8723527369517416, val loss: 0.8193392681392094, acc: 0.7093023255813954, test loss: 0.8215085660257647, acc: 0.7008064516129032
epoch: 156, train loss: 0.1974931951319505, acc: 0.869691007985187, val loss: 0.8042480636120101, acc: 0.7155219037317468, test loss: 0.8601379512458719, acc: 0.7013440860215053
epoch: 157, train loss: 0.19192073889531108, acc: 0.8702117810438607, val loss: 0.8107349109237035, acc: 0.717685235262304, test loss: 0.8238192589052262, acc: 0.7123655913978495
epoch: 158, train loss: 0.19901013344150356, acc: 0.8665663696331443, val loss: 0.8093253729342125, acc: 0.7184964845862628, test loss: 0.8179627377499816, acc: 0.7029569892473119
epoch: 159, train loss: 0.18651477793703033, acc: 0.8766925124406897, val loss: 0.8221712093085066, acc: 0.7117360735532721, test loss: 0.8253581370076826, acc: 0.7120967741935483
epoch: 160, train loss: 0.17515296070212333, acc: 0.8804536511977781, val loss: 0.8079299483188364, acc: 0.7214710654407788, test loss: 0.8574955760791737, acc: 0.7118279569892473
epoch: 161, train loss: 0.17385425506822075, acc: 0.8832311075107048, val loss: 0.8179670178355108, acc: 0.72065981611682, test loss: 0.8461869229552567, acc: 0.7126344086021505
epoch: 162, train loss: 0.18177395504791005, acc: 0.8749566022451105, val loss: 0.8504864611194997, acc: 0.7111952406706328, test loss: 0.8520029488430229, acc: 0.7061827956989247
epoch: 163, train loss: 0.18317575449745435, acc: 0.878139104270339, val loss: 0.8047592489057905, acc: 0.717685235262304, test loss: 0.8636201622665569, acc: 0.7064516129032258
epoch: 164, train loss: 0.19254959067451555, acc: 0.8741465108205069, val loss: 0.8592884443849406, acc: 0.7160627366143861, test loss: 0.8935834274497083, acc: 0.693010752688172
epoch: 165, train loss: 0.20205640767841837, acc: 0.8687651892142113, val loss: 0.7938641043467545, acc: 0.7166035694970254, test loss: 0.8226251058681037, acc: 0.7120967741935483
epoch: 166, train loss: 0.19403527842091128, acc: 0.8688230528873973, val loss: 0.8146123559878542, acc: 0.7036235803136831, test loss: 0.8316353741512503, acc: 0.7002688172043011
epoch: 167, train loss: 0.1830190265069004, acc: 0.8789491956949427, val loss: 0.887956080403181, acc: 0.701460248783126, test loss: 0.8940180691339636, acc: 0.692741935483871
epoch: 168, train loss: 0.18531037911043277, acc: 0.8773290128457355, val loss: 0.8259082048115954, acc: 0.7182260681449432, test loss: 0.854793191725208, acc: 0.7018817204301075
epoch: 169, train loss: 0.17881743753553747, acc: 0.8788913320217567, val loss: 0.8257776600016072, acc: 0.7093023255813954, test loss: 0.8687281347090198, acc: 0.7056451612903226
epoch 170, gamma increased to 3.
epoch: 170, train loss: 0.143981539117367, acc: 0.874030783474135, val loss: 0.7348233790833477, acc: 0.7128177393185505, test loss: 0.7392987358954645, acc: 0.703763440860215
epoch: 171, train loss: 0.12601691807099977, acc: 0.8813794699687536, val loss: 0.7286973031808905, acc: 0.7141698215251487, test loss: 0.7458391584375853, acc: 0.7096774193548387
epoch: 172, train loss: 0.10946090224457344, acc: 0.8944566601087837, val loss: 0.7408151767136536, acc: 0.7214710654407788, test loss: 0.7756418658841041, acc: 0.7032258064516129
epoch: 173, train loss: 0.11247293499436675, acc: 0.8911005670639972, val loss: 0.7317493578238768, acc: 0.7184964845862628, test loss: 0.7623266307256555, acc: 0.7102150537634409
epoch: 174, train loss: 0.10713961403422466, acc: 0.8946881148015277, val loss: 0.754225903875187, acc: 0.7163331530557058, test loss: 0.7857850705423662, acc: 0.7061827956989247
epoch: 175, train loss: 0.11018176045203676, acc: 0.8891332021756742, val loss: 0.7271717858353197, acc: 0.7155219037317468, test loss: 0.7409863197675315, acc: 0.7075268817204301
epoch: 176, train loss: 0.11563773156540245, acc: 0.8904640666589515, val loss: 0.7566909182709961, acc: 0.7130881557598702, test loss: 0.7718472926847396, acc: 0.7008064516129032
epoch: 177, train loss: 0.12400602157255826, acc: 0.8827103344520311, val loss: 0.7605900875357694, acc: 0.6992969172525689, test loss: 0.7912627850809405, acc: 0.6900537634408602
epoch: 178, train loss: 0.12966343510097106, acc: 0.8791227867145006, val loss: 0.7671718723777825, acc: 0.6995673336938886, test loss: 0.7784653479053129, acc: 0.7048387096774194
epoch: 179, train loss: 0.15315715918426726, acc: 0.8725263279712996, val loss: 1.1972251700478158, acc: 0.5694970254191455, test loss: 1.2100611978961575, acc: 0.556989247311828
epoch: 180, train loss: 0.3157148071701722, acc: 0.7873510010415461, val loss: 0.620948055874921, acc: 0.7171444023796647, test loss: 0.6407935232244512, acc: 0.7016129032258065
epoch: 181, train loss: 0.18606408116283854, acc: 0.8483393125795625, val loss: 0.664253999246914, acc: 0.717685235262304, test loss: 0.7226774792517385, acc: 0.7018817204301075
epoch: 182, train loss: 0.15086410297672584, acc: 0.8647147320911931, val loss: 0.6896627160779459, acc: 0.722011898323418, test loss: 0.6992952551893009, acc: 0.7134408602150538
epoch: 183, train loss: 0.13642685799780246, acc: 0.8712533271612082, val loss: 0.695442925665171, acc: 0.7157923201730665, test loss: 0.7220869479640838, acc: 0.714247311827957
epoch: 184, train loss: 0.12349742692459266, acc: 0.8786598773290129, val loss: 0.7103555104486229, acc: 0.7152514872904273, test loss: 0.7410412267972064, acc: 0.7083333333333334
epoch: 185, train loss: 0.11966478204322957, acc: 0.8845041083207962, val loss: 0.7327104313686901, acc: 0.7130881557598702, test loss: 0.7542660561941004, acc: 0.7059139784946237
Epoch   185: reducing learning rate of group 0 to 3.7500e-04.
epoch: 186, train loss: 0.10385441689900454, acc: 0.895903251938433, val loss: 0.7264534383931632, acc: 0.7217414818820984, test loss: 0.7648713050350067, acc: 0.7118279569892473
epoch: 187, train loss: 0.09329149885946589, acc: 0.902615438028006, val loss: 0.7487622926917316, acc: 0.7233639805300163, test loss: 0.7801616373882498, acc: 0.7088709677419355
epoch: 188, train loss: 0.08666424518098656, acc: 0.9044670755699572, val loss: 0.7556667103517243, acc: 0.7201189832341807, test loss: 0.7945768807523994, acc: 0.7123655913978495
epoch: 189, train loss: 0.08377160687038791, acc: 0.9082860780002314, val loss: 0.7640052914554973, acc: 0.7222823147647377, test loss: 0.80832168568847, acc: 0.710752688172043
epoch: 190, train loss: 0.08484912554625353, acc: 0.9088068510589052, val loss: 0.7752905767501658, acc: 0.7152514872904273, test loss: 0.7961761284899967, acc: 0.7118279569892473
epoch: 191, train loss: 0.08233929689063503, acc: 0.9076495775951857, val loss: 0.7857897877370815, acc: 0.7241752298539751, test loss: 0.8204703110520558, acc: 0.7123655913978495
epoch: 192, train loss: 0.07517085675080747, acc: 0.9154033098021063, val loss: 0.7944495449716042, acc: 0.7166035694970254, test loss: 0.8369771859979117, acc: 0.7094086021505376
epoch: 193, train loss: 0.07682526546859476, acc: 0.9149982640898044, val loss: 0.7928692631749864, acc: 0.7090319091400757, test loss: 0.8536573266470304, acc: 0.7056451612903226
epoch: 194, train loss: 0.08132815999681096, acc: 0.9126258534891795, val loss: 0.7998901968585149, acc: 0.7163331530557058, test loss: 0.8450686039463167, acc: 0.7048387096774194
epoch: 195, train loss: 0.08127796559742984, acc: 0.9076495775951857, val loss: 0.7961115595970752, acc: 0.7184964845862628, test loss: 0.8488417625427246, acc: 0.6997311827956989
epoch: 196, train loss: 0.08057136767448037, acc: 0.9105427612544844, val loss: 0.7950545854346697, acc: 0.7187669010275824, test loss: 0.8542699957406649, acc: 0.7075268817204301
epoch: 197, train loss: 0.07493805706573435, acc: 0.9162134012267099, val loss: 0.8181142846979664, acc: 0.7203893996755003, test loss: 0.8568546254147765, acc: 0.7096774193548387
epoch: 198, train loss: 0.0751085039290713, acc: 0.9152297187825483, val loss: 0.8253783955323883, acc: 0.7152514872904273, test loss: 0.874882225836477, acc: 0.7040322580645161
epoch: 199, train loss: 0.07971201709624366, acc: 0.9110635343131582, val loss: 0.8483933930528558, acc: 0.7125473228772309, test loss: 0.8674875818273072, acc: 0.7056451612903226
epoch: 200, train loss: 0.08512454262908004, acc: 0.9079388959611157, val loss: 0.8598775409762442, acc: 0.7003785830178475, test loss: 0.8676352336842527, acc: 0.6986559139784946
best val acc 0.7252568956192537 at epoch 142.
****************************************************************
train report:
              precision    recall  f1-score   support

           0     0.9607    0.9578    0.9593      5337
           1     0.8237    0.8237    0.8237      2502
           2     0.9384    0.9407    0.9396       810
           3     0.8918    0.9457    0.9180      2100
           4     0.9572    0.9104    0.9332       737
           5     0.9355    0.9645    0.9498       677
           6     0.8110    0.9342    0.8683      1323
           7     0.8314    0.7921    0.8113      1164
           8     0.9245    0.8432    0.8820       421
           9     0.8085    0.9476    0.8726       401
          10     0.9572    0.9596    0.9584       396
          11     0.9255    0.8915    0.9082       627
          12     0.9401    0.8625    0.8996       291
          13     0.8485    0.1073    0.1905       261
          14     0.8112    0.8043    0.8077       235

    accuracy                         0.8995     17282
   macro avg     0.8910    0.8457    0.8481     17282
weighted avg     0.9003    0.8995    0.8949     17282

train confusion matrix:
[[9.57841484e-01 6.55799138e-03 5.62113547e-04 6.18324902e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 8.05696084e-03
  5.24639310e-03 1.25538692e-02 3.74742365e-04 7.49484729e-04
  9.36855912e-04 7.49484729e-04 1.87371182e-04]
 [8.39328537e-03 8.23741007e-01 1.59872102e-03 4.87609912e-02
  3.59712230e-03 0.00000000e+00 1.03517186e-01 6.79456435e-03
  0.00000000e+00 3.99680256e-04 0.00000000e+00 2.39808153e-03
  3.99680256e-04 0.00000000e+00 3.99680256e-04]
 [1.23456790e-03 0.00000000e+00 9.40740741e-01 1.23456790e-03
  0.00000000e+00 4.44444444e-02 4.93827160e-03 1.23456790e-03
  0.00000000e+00 2.46913580e-03 0.00000000e+00 3.70370370e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [1.28571429e-02 2.71428571e-02 0.00000000e+00 9.45714286e-01
  4.76190476e-04 2.38095238e-03 1.90476190e-03 7.61904762e-03
  0.00000000e+00 0.00000000e+00 9.52380952e-04 0.00000000e+00
  4.76190476e-04 4.76190476e-04 0.00000000e+00]
 [1.35685210e-03 4.07055631e-02 0.00000000e+00 2.71370421e-03
  9.10447761e-01 0.00000000e+00 5.42740841e-03 1.35685210e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 2.30664858e-02
  2.71370421e-03 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 3.39734121e-02 0.00000000e+00
  0.00000000e+00 9.64549483e-01 1.47710487e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [2.26757370e-03 5.36659108e-02 2.26757370e-03 0.00000000e+00
  2.26757370e-03 1.51171580e-03 9.34240363e-01 7.55857899e-04
  0.00000000e+00 2.26757370e-03 0.00000000e+00 0.00000000e+00
  7.55857899e-04 0.00000000e+00 0.00000000e+00]
 [4.03780069e-02 7.47422680e-02 0.00000000e+00 1.46048110e-02
  1.03092784e-02 0.00000000e+00 1.20274914e-02 7.92096220e-01
  8.59106529e-04 8.59106529e-04 9.45017182e-03 8.59106529e-03
  8.59106529e-04 0.00000000e+00 3.52233677e-02]
 [1.33016627e-01 9.50118765e-03 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 9.50118765e-03
  8.43230404e-01 0.00000000e+00 0.00000000e+00 4.75059382e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [1.49625935e-02 2.49376559e-03 1.99501247e-02 0.00000000e+00
  2.49376559e-03 0.00000000e+00 0.00000000e+00 2.49376559e-03
  0.00000000e+00 9.47630923e-01 0.00000000e+00 4.98753117e-03
  4.98753117e-03 0.00000000e+00 0.00000000e+00]
 [1.26262626e-02 0.00000000e+00 0.00000000e+00 5.05050505e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.76767677e-02
  0.00000000e+00 0.00000000e+00 9.59595960e-01 0.00000000e+00
  2.52525253e-03 0.00000000e+00 2.52525253e-03]
 [4.78468900e-03 1.27591707e-02 6.37958533e-03 3.18979266e-03
  4.78468900e-03 0.00000000e+00 0.00000000e+00 6.69856459e-02
  0.00000000e+00 7.97448166e-03 0.00000000e+00 8.91547049e-01
  1.59489633e-03 0.00000000e+00 0.00000000e+00]
 [4.12371134e-02 3.43642612e-03 1.37457045e-02 1.71821306e-02
  0.00000000e+00 3.43642612e-03 3.43642612e-03 6.87285223e-03
  0.00000000e+00 3.78006873e-02 6.87285223e-03 3.43642612e-03
  8.62542955e-01 0.00000000e+00 0.00000000e+00]
 [9.96168582e-02 5.63218391e-01 0.00000000e+00 2.18390805e-01
  0.00000000e+00 0.00000000e+00 3.83141762e-03 7.66283525e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.07279693e-01 0.00000000e+00]
 [4.25531915e-03 0.00000000e+00 4.25531915e-03 0.00000000e+00
  4.25531915e-03 4.25531915e-03 0.00000000e+00 1.74468085e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  4.25531915e-03 0.00000000e+00 8.04255319e-01]]
---------------------------------------
validation report:
              precision    recall  f1-score   support

           0     0.8637    0.8259    0.8444      1143
           1     0.6007    0.6119    0.6063       536
           2     0.7586    0.7630    0.7608       173
           3     0.6904    0.7533    0.7205       450
           4     0.8519    0.7278    0.7850       158
           5     0.7947    0.8276    0.8108       145
           6     0.6975    0.7986    0.7446       283
           7     0.5018    0.5502    0.5249       249
           8     0.7826    0.6000    0.6792        90
           9     0.5048    0.6235    0.5579        85
          10     0.7684    0.8690    0.8156        84
          11     0.7424    0.7313    0.7368       134
          12     0.6349    0.6452    0.6400        62
          13     0.0833    0.0179    0.0294        56
          14     0.6286    0.4400    0.5176        50

    accuracy                         0.7253      3698
   macro avg     0.6603    0.6524    0.6516      3698
weighted avg     0.7237    0.7253    0.7225      3698

validation confusion matrix:
[[0.82589676 0.03412073 0.0096238  0.04024497 0.00174978 0.
  0.00437445 0.03149606 0.01049869 0.02362205 0.00262467 0.00349956
  0.00699913 0.00349956 0.00174978]
 [0.05410448 0.6119403  0.01119403 0.10447761 0.01119403 0.00746269
  0.10074627 0.05783582 0.00373134 0.0130597  0.00186567 0.01119403
  0.00186567 0.00559701 0.00373134]
 [0.02890173 0.01734104 0.76300578 0.02312139 0.00578035 0.08092486
  0.06358382 0.01156069 0.         0.00578035 0.         0.
  0.         0.         0.        ]
 [0.04444444 0.12444444 0.00444444 0.75333333 0.00444444 0.
  0.00888889 0.03333333 0.         0.00444444 0.00222222 0.00444444
  0.00888889 0.00666667 0.        ]
 [0.01265823 0.09493671 0.00632911 0.01898734 0.7278481  0.
  0.01898734 0.06962025 0.         0.         0.01265823 0.02531646
  0.01265823 0.         0.        ]
 [0.02068966 0.00689655 0.05517241 0.0137931  0.         0.82758621
  0.06206897 0.         0.         0.         0.         0.
  0.0137931  0.         0.        ]
 [0.02120141 0.06713781 0.02120141 0.00706714 0.01060071 0.03886926
  0.79858657 0.01060071 0.         0.01413428 0.         0.01060071
  0.         0.         0.        ]
 [0.08032129 0.15261044 0.         0.08433735 0.01606426 0.
  0.01606426 0.5502008  0.         0.00803213 0.02811245 0.02811245
  0.00803213 0.00401606 0.02409639]
 [0.26666667 0.04444444 0.         0.01111111 0.         0.
  0.         0.03333333 0.6        0.02222222 0.         0.01111111
  0.01111111 0.         0.        ]
 [0.14117647 0.05882353 0.03529412 0.         0.         0.02352941
  0.04705882 0.01176471 0.         0.62352941 0.         0.04705882
  0.01176471 0.         0.        ]
 [0.02380952 0.         0.         0.02380952 0.         0.
  0.         0.05952381 0.         0.         0.86904762 0.
  0.01190476 0.         0.01190476]
 [0.03731343 0.07462687 0.02985075 0.02238806 0.01492537 0.
  0.00746269 0.05223881 0.         0.01492537 0.01492537 0.73134328
  0.         0.         0.        ]
 [0.11290323 0.0483871  0.01612903 0.         0.         0.
  0.03225806 0.01612903 0.         0.06451613 0.0483871  0.01612903
  0.64516129 0.         0.        ]
 [0.14285714 0.39285714 0.         0.21428571 0.         0.
  0.01785714 0.07142857 0.01785714 0.01785714 0.03571429 0.01785714
  0.01785714 0.01785714 0.03571429]
 [0.12       0.06       0.         0.         0.         0.
  0.         0.34       0.         0.         0.02       0.02
  0.         0.         0.44      ]]
---------------------------------------
test report: 
              precision    recall  f1-score   support

           0     0.8522    0.8210    0.8363      1145
           1     0.5612    0.5810    0.5709       537
           2     0.8313    0.7886    0.8094       175
           3     0.7100    0.7384    0.7239       451
           4     0.7516    0.7233    0.7372       159
           5     0.8165    0.8836    0.8487       146
           6     0.6780    0.7711    0.7216       284
           7     0.4172    0.4840    0.4481       250
           8     0.7927    0.7143    0.7514        91
           9     0.4417    0.6092    0.5121        87
          10     0.8356    0.7093    0.7673        86
          11     0.7323    0.6838    0.7072       136
          12     0.6200    0.4844    0.5439        64
          13     0.4444    0.0702    0.1212        57
          14     0.4878    0.3846    0.4301        52

    accuracy                         0.7081      3720
   macro avg     0.6648    0.6298    0.6353      3720
weighted avg     0.7126    0.7081    0.7069      3720

test confusion matrix:
[[0.8209607  0.03930131 0.00611354 0.03231441 0.00436681 0.
  0.00262009 0.04104803 0.01222707 0.02358079 0.00174672 0.00349345
  0.0069869  0.         0.00524017]
 [0.0744879  0.58100559 0.00372439 0.09869646 0.02420857 0.00931099
  0.12290503 0.04655493 0.0018622  0.01489758 0.0018622  0.01303538
  0.0018622  0.0018622  0.00372439]
 [0.02857143 0.02285714 0.78857143 0.01142857 0.         0.05714286
  0.02857143 0.00571429 0.         0.04571429 0.         0.01142857
  0.         0.         0.        ]
 [0.03991131 0.12195122 0.00443459 0.7383592  0.00665188 0.00443459
  0.00221729 0.05986696 0.         0.00221729 0.00665188 0.00443459
  0.00221729 0.00443459 0.00221729]
 [0.01886792 0.11320755 0.         0.03144654 0.72327044 0.
  0.01257862 0.03773585 0.         0.         0.         0.04402516
  0.01257862 0.00628931 0.        ]
 [0.         0.00684932 0.06164384 0.00684932 0.00684932 0.88356164
  0.03424658 0.         0.         0.         0.         0.
  0.         0.         0.        ]
 [0.02112676 0.1056338  0.00704225 0.01056338 0.01408451 0.02816901
  0.77112676 0.00704225 0.00352113 0.03169014 0.         0.
  0.         0.         0.        ]
